X	HN23_1	HN25_1	HN26_1	HN28_1	HN_0	HN10_0	HN12_0	HN13_0	HN16_0	HN17_0	HN18_0	HN20_0	HN22_0	HN24_0	HN24_1	HN25_0	HN26_0	HN5_0	HN5_1	HN6_0	HN6_1	HN7_0	HN8_0
302	526.6085812	0.990534109	7.013709652	0.00960336	21.35601155	0	36.32613748	13.1837843	142.2114985	0	33.61827626	0	0	0	4.169267215	6.594420634	0	20.37448448	0	0.026277545	0	0	0
303	6.598733519	20.06196665	39.45967845	5.566632269	20.61473584	55.31287956	33.63853287	967.1760697	52.72411314	36.7980089	13.59521333	11.77839462	23.28358546	0.478917794	29.49430605	55.69976167	63.1844248	12.23930864	13.15149383	23.26352674	3.837366688	1.050007152	96.80173915
304	329.3992149	37.19676215	7.938527967	5.799838198	319.5009787	0	204.1946242	64.72971441	289.3180758	31.19958792	214.8493453	2.45569258	54.20728807	53.36516515	88.46872108	208.7043696	0.038678757	63.29215379	4.36500614	3.179072423	2.570764406	0	149.9880281
305	969.554032	60.94104088	2.104411937	0.193949125	1039.778584	45.10777378	882.0128467	170.0167415	802.298488	151.3919481	600.5019908	0.853439534	0.210357237	0	0	577.4152834	0	208.9838578	0.96914917	0.022117157	0	0	358.9919682
306	7.810768022	6.4603245	3.517999039	3.607893713	36.06929222	15.72381847	61.393079	20.67102353	21.48222519	6.876108048	34.53041436	2.499410962	7.329048007	2.908609279	4.779191079	71.02510248	4.103203127	11.20888606	11.23486561	14.33001443	2.997993675	0	62.53878294
307	0	0.35367943	0.085923155	0.013305818	0.022247139	0	0	0	0.003263096	0	0.706692747	0.012127015	0.079852191	0	0	0.004031002	0	0	0	0	3.505578778	0	0
308	1.229454598	0.384216975	2.967112416	0.006694217	0.718251329	0.043678566	0.038287033	2.730011432	0.014754496	0	1.992104436	0	0.003959502	0	0.106937576	0.004224825	0	14.57453559	2.657889302	0	0.635821884	0	0.128218512
309	0.419218006	0.443959056	0.032318358	0.002611635	0.064869725	0	0.043766766	0.074512686	6.985794175	0.004989238	0.705748391	0.006868577	0.082080019	0	3.594943048	0.013565881	0	27.38239188	24.87441069	0.02255502	0.108102839	0	0.093959501
310	0.597252833	0.011610715	0.144184221	0.03165296	0.070037503	0.038046103	0	0	1.798355787	0	5.576918099	0.001698628	0	0	0.02632711	0.013178186	0	13.90530832	20.97294669	0	0	0	0.047129527
311	0	0.314189059	0.488169925	0.147668095	0.596781908	0.308279298	0.118219366	0.234025368	2.430198572	0.041433227	4.108946343	0.015657131	3.506357294	0.006351313	4.439958691	0.049186075	0.013018891	16.5393849	11.12048853	0.196868563	1.518505475	0.037143151	0.119899035
312	58.77387638	34.0813577	6.543106014	12.90773152	198.5161769	148.6411854	164.2405206	35.79064677	87.56880685	36.53827927	114.2137476	6.884961825	2.420646529	8.248310116	0.761394261	108.5914139	0	15.08623959	11.65214048	2.094200131	7.350686957	0.172861368	43.34288095
313	29.81100495	4.857332065	15.87314443	4.325098404	118.2574739	39.64589458	144.6168757	37.52790785	61.54578785	13.76198222	63.01150225	2.961529705	0.006802012	0.011215896	0	50.21458846	37.18171369	36.60342505	9.90813407	4.676155957	11.16389436	0	272.2029053
314	0.22236449	2.082374092	3.07412649	2.800628117	7.271916588	0	12.09260585	29.89729543	10.40536651	4.69555458	5.619731073	0.026840165	0.206138339	4.420258672	3.475754602	3.884249539	0	70.4098699	26.82792432	11.46392811	2.254533117	0	7.456582256
315	75.28507531	1.483358983	0.641921874	2.452796019	17.17069489	0	11.77392966	0	44.88876395	0.75529684	26.10917852	0.048168742	0	0	0	45.66255626	0	8.29102951	0	0	0	0	27.99936774
316	213.1458815	23.25343192	12.83396101	2.530362913	238.2128854	64.5865805	689.3062781	167.4340281	692.0955159	22.00658857	398.7405268	0.007917311	0	0	0	271.4764261	4.607271542	365.3736028	6.322938576	0.135763932	0.999223437	0	1898.806498
317	12.51577723	15.17743848	2.819661733	0.902543637	27.26280265	31.35679456	11.06111359	30.65845368	81.617762	25.02972638	14.02894374	0.95970003	136.8035074	87.61655617	400.6083575	7.421706276	0	23.47529609	22.38768194	14.87631913	18.93535669	0	43.93010195
318	0	0.517916243	5.585735865	2.084266439	6.289596772	2.180530269	0	120.5927008	7.534174344	0.005653166	5.291479367	0.003441619	0	0	4.996996858	1.257451459	0	34.62890664	22.63936741	1.394947287	8.021808997	0	85.36966866
319	56.42655955	101.2584905	2.408429229	25.73225157	209.1314887	265.1238903	117.0955759	203.0930721	95.81494164	19.43192841	80.88726701	2.050447495	0	0	0	139.1192304	0	12.10196681	1.500339811	0	10.20796083	0	56.12666313
